selts_lk	selts_ek	sugukond_lk	sugukond_ek	nimi_lk	nimi_ek	nimi_ik
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Hieraaetus pennatus, Aquila pennata 	kääbuskotkas	Booted Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Hieraaetus wahlbergi, Aquila wahlbergi	väikekotkas	Wahlberg's Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Hieraaetus weiskei, Hieraaetus morphnoides weiskei	paapua kääbuskotkas	Pygmy Eagle, New Guinea Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Icthyophaga humilis, Ichthyophaga humilis, Ichthyophaga nana	väike-jõgikotkas	Lesser Fish Eagle, Lesser Fish-eagle, Lesser Fishing-eagle, Lesser Fishing Eagle, Himalayan Grey-headed Fishing-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Icthyophaga ichthyaetus, Ichthyophaga ichthyaetus	suur-jõgikotkas	Grey-headed Fish Eagle, Grey-headed Fish-eagle, Grey-headed Fishing-eagle, Grey-headed Fishing Eagle, Greater Fishing Eagle, Greater Fish Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Icthyophaga leucogaster, Haliaeetus leucogaster	hele-merikotkas	White-bellied Sea Eagle, White-bellied Sea-eagle, White-bellied Fish-Eagle, White-breasted Fish-Eagle, White-breasted Sea-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Icthyophaga sanfordi, Haliaeetus sanfordi	pruun-merikotkas	Sanford's Sea Eagle, Sanford's Sea-eagle, Sanford's Sea Eagle, Sanford's Fish-Eagle, Solomons Sea-eagle, Brown Sea-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Icthyophaga vocifer, Haliaeetus vocifer, Cuncuma vocifer	kilg-merikotkas	African Fish Eagle, African Fish-eagle, Fish Eagle, River Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Icthyophaga vociferoides, Haliaeetus vociferoides	madagaskari merikotkas	Madagascar Fish Eagle, Madagascar Fish-eagle, Madagascan Fish Eagle, Madagascar Sea-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Ictinaetus malaiensis, Ictinaetus malayensis	krattkotkas	Black Eagle, Indian Black Eagle, Asian Black Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Ictinia mississippiensis	põhja-noolhaugas	Mississippi Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Ictinia plumbea	lõuna-noolhaugas	Plumbeous Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Kaupifalco monogrammicus	sisalikukull	Lizard Buzzard
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Leptodon cayanensis, Odontriorchis palliatus	valjashaugas	Grey-headed Kite, Gray-headed Kite, Cayenne Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Leptodon forbesi	pernambuco valjashaugas	White-collared Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Leucopternis kuhli	valgekulm-selvaviu	White-browed Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Leucopternis melanops	mask-selvaviu	Black-faced Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Leucopternis semiplumbeus, Leucopternis semiplumbea	väike-selvaviu	Semiplumbeous Hawk, Semi-plumbeous Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Lophaetus occipitalis, Spizaetus occipitalis	harikotkas	Long-crested Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Lophoictinia isura	munahaugas	Square-tailed Kite, Long-winged Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Lophospiza griseiceps, Accipiter griseiceps	triip-raudkull	Sulawesi Goshawk, Sulawesi Crested Goshawk, Celebes Crested Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Lophospiza trivirgata, Accipiter trivirgatus	tutt-raudkull	Crested Goshawk, Asian Crested Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Lophotriorchis kienerii, Hieraaetus kienerii	nool-kääbuskotkas	Rufous-bellied Eagle, Rufous-bellied Hawk-eagle, Chestnut-bellied Hawk Eagle, Chestnut-bellied Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Macheiramphus alcinus, Machaerhamphus alcinus, Macheiramphus alcinus	videvikuhaugas	Bat Hawk, Bat Falcon, Bat Pern, Bat Kite, Bat-eating Buzzard, Bat-eating Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Megatriorchis doriae, Accipiter doriae	kirjukull	Doria's Hawk, Doria's Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Melierax canorus, Melierax musicus	suur-laulukull	Pale Chanting Goshawk, Pale Chanting-goshawk, Southern Pale Chanting-goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Melierax metabates	mets-laulukull	Dark Chanting Goshawk, Dark Chanting-goshawk, Chanting Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Melierax poliopterus	somaali laulukull	Eastern Chanting Goshawk, Eastern Chanting-goshawk, Somali Chanting Goshawk, Somali Chanting-goshawk, Eastern Pale Chanting-goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Micronisus gabar, Melierax gabar	väike-laulukull	Gabar Goshawk, Gabar Chanting-goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Microspizias collaris, Accipiter collaris	andi raudkull	Semicollared Hawk, Semi-collared Hawk, Semi-collared Sparrow Hawk, Collared Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Microspizias superciliosus, Accipiter superciliosus	koolibrikull	Tiny Hawk, Tiny Sparrow Hawk, Tiny Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Milvus aegyptius, Milvus migrans aegyptius, Milvus migrans parasitus	aafrika harksaba	Yellow-billed Kite, Egyptian Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Milvus migrans lineatus, Milvus lineatus	ida-harksaba	Black-eared Kite, Eared Kite, Large Indian Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Milvus migrans, Milvus korschun	must-harksaba	Black Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Milvus milvus	puna-harksaba	Red Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Milvus milvus fasciicauda, Milvus fasciicauda	kapverdi harksaba	Cape Verde Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Morphnarchus princeps, Leucopternis princeps	suur-selvaviu	Barred Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Morphnus guianensis	sarvikkotkas	Crested Eagle, Guiana Crested Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Necrosyrtes monachus, [Neophron monachus]	munk-raipekotkas	Hooded Vulture
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Neophron percnopterus	raipekotkas	Egyptian Vulture, White Scavenger Vulture, Scavenger Vulture
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus alboniger, Spizaetus alboniger	malai tuttkotkas	Blyth's Hawk-eagle, Blyth's Hawk Eagle, Mountain Hawk-eagle, Black-and-White Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus bartelsi, Spizaetus bartelsi	jaava tuttkotkas	Javan Hawk-eagle, Java Hawk Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus cirrhatus, Spizaetus cirrhatus	välu-tuttkotkas	Changeable Hawk-eagle, Crested Hawk Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus floris, Nisaetus cirrhatus floris, Spizaetus cirrhatus floris	väikesunda tuttkotkas	Flores Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus kelaarti, Nisaetus nipalensis kelaarti, Spizaetus nipalensis kelaarti		Legge's Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus lanceolatus, Spizaetus lanceolatus	sulawesi tuttkotkas	Sulawesi Hawk-eagle, Sulawesi Hawk Eagle, Celebes Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus nanus, Spizaetus nanus	väike-tuttkotkas	Wallace's Hawk-eagle, Wallace's Hawk Eagle, Small Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus nipalensis, Spizaetus nipalensis	mägi-tuttkotkas	Mountain Hawk-eagle, Hodgson's Hawk Eagle, Feather-toed Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus philippensis, Spizaetus philippensis	filipiini tuttkotkas	Philippine Hawk-eagle, North Philippine Hawk-eagle, Philippine Hawk Eagle, Luzon Hawk Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Nisaetus pinskeri, Nisaetus philippensis pinskeri, Spizaetus philippensis pinskeri		South Philippine Hawk-eagle, Pinsker's Hawk-eagle, Visayan Hawk Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Parabuteo leucorrhous, Buteo leucorrhous	valgepära-viu	White-rumped Hawk, Rufous-thighed Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Parabuteo unicinctus	rüütelviu	Harris' Hawk, Harris's Hawk, Bay-winged Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pernis apivorus	herilaseviu	European Honey Buzzard, European Honey-buzzard, Western Honey-buzzard, Western Honey Buzzard, Eurasian Honey-buzzard, Honey Buzzard
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pernis celebensis	vööt-herilaseviu	Barred Honey Buzzard, Sulawesi Honey-buzzard, Barred Honey-buzzard
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pernis ptilorhynchus, Pernis ptilorhyncus	tutt-herilaseviu	Crested Honey Buzzard, Oriental Honey-buzzard, Crested Honey-buzzard, Oriental Honey Buzzard, Eastern Honey-buzzard
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pernis steerei, Pernis celebensis steerei	filipiini herilaseviu	Philippine Honey Buzzard, Philippine Honey-buzzard, Steere's Honey-buzzard
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pithecophaga jefferyi	ahvikotkas	Philippine Eagle, Great Philippine Eagle, Philippine Monkey-eating Eagle, Monkey-eating Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Polemaetus bellicosus, Hieraaetus bellicosus	kuningkotkas	Martial Eagle, Martial Hawk-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Polyboroides radiatus	maskkull (madagaskari maskkull)	Madagascar Harrier-hawk, Madagascan Harrier-hawk, Madagascar Harrier Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Polyboroides typus, Gymnogenus typicus	aafrika maskkull	African Harrier-hawk, African Harrier Hawk, Banded Harrier-hawk, Gymnogene
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pseudastur albicollis, Leucopternis albicollis	valge-selvaviu	White Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pseudastur occidentalis, Leucopternis occidentalis	ekuadori selvaviu	Grey-backed Hawk, Gray-backed Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Pseudastur polionotus, Leucopternis polionota, Leucopternis polionotus	mantel-selvaviu	Mantled Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Rostrhamus sociabilis	teohaugas (soo-teohaugas)	Snail Kite, Everglade Kite
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Rupornis magnirostris, Buteo magnirostris, Asturina magnirostris	väikeviu	Roadside Hawk, Insect Hawk, Tropical Broad-winged Hawk, Large-billed Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Sarcogyps calvus, Aegypius calvus, Torgos calvus	kiilas-raisakotkas	Red-headed Vulture, Indian King Vulture, Asian King Vulture, Indian Black Vulture, Pondicherry Vulture
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela	aasia maduhaugas	Crested Serpent Eagle, Crested Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela abbotti, Spilornis abbotti	simeulue maduhaugas	Simeulue Serpent Eagle, Simeulue Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela asturinus, Spilornis asturinus	niase maduhaugas	Nias Serpent Eagle, Nias Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela baweanus, Spilornis baweanus	baweani maduhaugas	Bawean Serpent Eagle, Bawean Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela hoya	taivani maduhaugas	Taiwan Serpent Eagle, Taiwan Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela minimus, Spilornis minimus	väike-maduhaugas	Central Nicobar Serpent Eagle, Central Nicobar Serpent-eagle, Small Serpent-eagle, Small Crested Serpent-eagle, Nicobar Serpent-eagle, Nicobar Crested Serpent-eagle, Nicobar Serpent Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela natunensis, Spilornis natunensis	hele-maduhaugas	Natuna Serpent Eagle, Natuna Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela perplexus, Spilornis perplexus	ryukyu maduhaugas	Ryukyu Serpent Eagle, Ryukyu Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis cheela sipora, Spilornis sipora	mentawai maduhaugas	Mentawai Serpent Eagle, Mentawai Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis elgini	andamani maduhaugas	Andaman Serpent Eagle, Andaman Serpent-eagle, Andaman Dark Serpent Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis holospilus, Spilornis cheela holospilus	filipiini maduhaugas	Philippine Serpent Eagle, Philippine Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis kinabaluensis	mägi-maduhaugas	Mountain Serpent Eagle, Kinabalu Serpent-eagle, Kinabalu Serpent Eagle, Mountain Serpent-Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis klossi	nicobari maduhaugas	Great Nicobar Serpent Eagle, Great Nicobar Serpent-eagle, Nicobar Serpent Eagle, Nicobar Serpent-eagle, Great Nicobar Crested Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spilornis rufipectus	sulawesi maduhaugas	Sulawesi Serpent Eagle, Sulawesi Serpent-eagle, Celebes Serpent-eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spizaetus isidori, Oroaetus isidori	koidukotkas	Black-and-chestnut Eagle, Black and Chestnut Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spizaetus melanoleucus, Spizastur melanoleucus	tanukotkas	Black-and-white Hawk-eagle, Black and White Hawk Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spizaetus ornatus	hund-tuttkotkas	Ornate Hawk-eagle, Ornate Hawk Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Spizaetus tyrannus	must-tuttkotkas	Black Hawk-eagle, Black Hawk Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Stephanoaetus coronatus, Spizaetus coronatus	kroonkotkas	Crowned Eagle, Crowned Hawk-eagle, African Crowned Eagle
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza albogularis, Accipiter albogularis	saalomonisaarte raudkull	Pied Goshawk, Pied Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza badia, Accipiter badius	šikra-raudkull (hele-raudkull)	Shikra, Little Banded Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza brachyura, Accipiter brachyurus	krae-raudkull	New Britain Sparrowhawk, New Britain Collared Sparrow Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza brevipes, Accipiter brevipes	stepi-raudkull	Levant Sparrowhawk, Levant Sparrow Hawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza butleri, Accipiter butleri	nicobari raudkull	Nicobar Sparrowhawk, Nikobar Shikra, Car Nikobar Shikra
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza cirrocephala, Accipiter cirrocephalus, Accipiter cirrhocephalus	kaelus-raudkull	Collared Sparrowhawk, Australian Collared Sparrow Hawk, Australian Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza erythrauchen, Accipiter erythrauchen	punakael-raudkull	Rufous-necked Sparrowhawk, Grey Moluccan Collared Sparrow Hawk, Moluccan Sparrowhawk, Grey-throated Sparrowhawk, Rufous-necked Collared Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza erythropus, Accipiter erythropus	punajalg-värbkull	Red-thighed Sparrowhawk, Red-legged Sparrowhawk, Red-thighed Sparrow Hawk, Red-thighed Little Sparrowhawk, Western Little Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza fasciata, Accipiter fasciatus	vööt-tuvikull	Brown Goshawk, Australasian Goshawk, Australian Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza francesiae, Accipiter francesiae, Accipiter francesii	tirtsu-raudkull	Frances's Sparrowhawk, Franke's Sparrow Hawk, Frances's Goshawk, France's Goshawk, Madagascar Goshawk, Malagasy Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza gularis, Accipiter gularis	ida-raudkull	Japanese Sparrowhawk, Japanese Sparrow Hawk, Japanese Lesser Sparrowhawk, Asiatic Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza haplochroa, Accipiter haplochrous	uuskaledoonia raudkull	White-bellied Goshawk, New Caledonia Sparrowhawk, New Caledonia Sparrow Hawk, White-breasted Sparrowhawk, New Caledonia Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza henicogramma, Accipiter henicogrammus	tõmmu-tuvikull	Moluccan Goshawk, Gray's Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza hiogaster griseogularis, Accipiter hiogaster griseogularis, Accipiter novaehollandiae griseogularis, Accipiter griseogularis	maluku tuvikull	Grey-throated Goshawk, Moluccan Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza hiogaster sylvestris, Accipiter sylvestris, Accipiter novaehollandiae sylvestris	väikesunda tuvikull	Lesser Sundas Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza hiogaster, Accipiter hiogaster, Accipiter novaehollandiae hiogaster	saare-tuvikull	Variable Goshawk, Grey Variable Goshawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza imitator, Accipiter imitator	samet-raudkull	Imitator Goshawk, Imitator Sparrowhawk, Imitator Sparrow Hawk, Little Pied Goshawk, Little Pied Sparrowhawk
Accipitriformes	haukalised (kullilised)	Accipitridae	haugaslased	Tachyspiza luteoschistacea, Accipiter luteoschistaceus	kilt-raudkull	Slaty-mantled Goshawk, Slaty-backed Goshawk, Slaty-backed Sparrowhawk, Blue and Grey Sparrow Hawk, Slaty-mantled Sparrowhawk
